Datum und Uhrzeit,Energie Pro Wechselrichter | Symo 3.0-3-S (1),Energie Pro Wechselrichter pro kWp | Symo 3.0-3-S (1),Gesamtanlage
[dd.MM.yyyy],[kWh],[kWh/kWp],[kWh]
2022-05-01 00:00:00,9.59556,3.19852,9.59556
2022-05-02 00:00:00,14.31076,4.77026,14.31076
2022-05-03 00:00:00,14.49645,4.83215,14.49645
2022-05-04 00:00:00,13.55446,4.51815,13.55446
2022-05-05 00:00:00,3.40968,1.13656,3.40968
2022-05-06 00:00:00,14.22686,4.74229,14.22686
2022-05-07 00:00:00,12.69726,4.23242,12.69726
2022-05-08 00:00:00,12.20439,4.06813,12.20439
2022-05-09 00:00:00,15.20935,5.06978,15.20935
2022-05-10 00:00:00,13.71435,4.57145,13.71435
2022-05-11 00:00:00,15.32984,5.10995,15.32984
2022-05-12 00:00:00,13.44588,4.48196,13.44588
2022-05-13 00:00:00,16.73763,5.57921,16.73763
2022-05-14 00:00:00,16.06205,5.35402,16.06205
2022-05-15 00:00:00,16.12447,5.37482,16.12447
2022-05-16 00:00:00,10.57008,3.52336,10.57008
2022-05-17 00:00:00,15.91968,5.30656,15.91968
2022-05-18 00:00:00,15.72867,5.24289,15.72867
2022-05-19 00:00:00,14.66077,4.88692,14.66077
2022-05-20 00:00:00,11.5585,3.85283,11.5585
2022-05-21 00:00:00,13.65337,4.55112,13.65337
2022-05-22 00:00:00,13.66548,4.55516,13.66548
2022-05-23 00:00:00,9.57856,3.19285,9.57856
2022-05-24 00:00:00,15.47403,5.15801,15.47403
2022-05-25 00:00:00,14.75786,4.91929,14.75786
2022-05-26 00:00:00,9.20823,3.06941,9.20823
2022-05-27 00:00:00,8.13282,2.71094,8.13282
2022-05-28 00:00:00,11.29375,3.76458,11.29375
2022-05-29 00:00:00,11.98796,3.99599,11.98796
2022-05-30 00:00:00,15.38416,5.12805,15.38416
2022-05-31 00:00:00,12.52621,4.1754,12.52621
