Datum und Uhrzeit,Energie Pro Wechselrichter | Symo 3.0-3-S (1),Energie Pro Wechselrichter pro kWp | Symo 3.0-3-S (1),Gesamtanlage
[dd.MM.yyyy],[kWh],[kWh/kWp],[kWh]
2022-07-01 00:00:00,11.30029,3.76676,11.30029
2022-07-02 00:00:00,17.69369,5.8979,17.69369
2022-07-03 00:00:00,16.94368,5.64789,16.94368
2022-07-04 00:00:00,16.91702,5.63901,16.91702
2022-07-05 00:00:00,15.68843,5.22948,15.68843
2022-07-06 00:00:00,15.47907,5.15969,15.47907
2022-07-07 00:00:00,7.14649,2.38216,7.14649
2022-07-08 00:00:00,16.9181,5.63937,16.9181
2022-07-09 00:00:00,11.7854,3.92847,11.7854
2022-07-10 00:00:00,14.40755,4.80252,14.40755
2022-07-11 00:00:00,14.29729,4.76576,14.29729
2022-07-12 00:00:00,16.3353,5.4451,16.3353
2022-07-13 00:00:00,11.70552,3.90184,11.70552
2022-07-14 00:00:00,12.3635,4.12117,12.3635
2022-07-15 00:00:00,15.43036,5.14345,15.43036
2022-07-16 00:00:00,16.04598,5.34866,16.04598
2022-07-17 00:00:00,16.10902,5.36967,16.10902
2022-07-18 00:00:00,15.38397,5.12799,15.38397
2022-07-19 00:00:00,15.61225,5.20408,15.61225
2022-07-20 00:00:00,12.57765,4.19255,12.57765
2022-07-21 00:00:00,12.01435,4.00478,12.01435
2022-07-22 00:00:00,15.33349,5.11116,15.33349
2022-07-23 00:00:00,13.20604,4.40201,13.20604
2022-07-24 00:00:00,15.4356,5.1452,15.4356
2022-07-25 00:00:00,11.43911,3.81304,11.43911
2022-07-26 00:00:00,9.34451,3.11484,9.34451
2022-07-27 00:00:00,15.57669,5.19223,15.57669
2022-07-28 00:00:00,12.65124,4.21708,12.65124
2022-07-29 00:00:00,11.56062,3.85354,11.56062
2022-07-30 00:00:00,13.43636,4.47879,13.43636
2022-07-31 00:00:00,13.89654,4.63218,13.89654
